issue_date,ts,horizon_hour,lead_day,turbine,wind_speed_100m,power_norm_pred,power_p10,power_p90,power_gbm_pred,power_two_stage_pred,power_curve_pred,wind_nacelle_pred
2026-02-04,2026-02-06 03:00:00,28,2,2,5.0278,0.2287,0.0,0.6698,0.3883,0.3091,0.1751,6.7034
2026-02-04,2026-02-06 04:00:00,29,2,2,3.0556,0.1035,0.0,0.3101,0.3017,0.1835,0.0502,5.64
2026-02-04,2026-02-06 05:00:00,30,2,2,3.0556,0.0657,0.0,0.2723,0.1515,0.089,0.0502,4.3832
2026-02-04,2026-02-06 06:00:00,31,2,2,7.9722,0.5339,0.0627,0.8577,0.4669,0.3773,0.6383,7.156
2026-02-04,2026-02-06 07:00:00,32,2,2,5.7778,0.2311,0.0,0.6723,0.299,0.1875,0.2602,5.6737
2026-02-04,2026-02-06 08:00:00,33,2,2,5.2778,0.1767,0.0632,0.3834,0.2343,0.133,0.2059,5.0631
2026-02-04,2026-02-06 09:00:00,34,2,2,8.5,0.4849,0.1891,0.9261,0.2926,0.1524,0.7067,5.3211
2026-02-04,2026-02-06 10:00:00,35,2,2,13.4444,0.8263,0.4084,0.991,0.4089,0.6143,0.9677,8.756
2026-02-04,2026-02-06 11:00:00,36,2,2,11.4167,0.867,0.4492,1.0,0.7501,0.7776,0.9267,9.8946
2026-02-04,2026-02-06 12:00:00,37,2,2,12.6111,0.957,0.5391,1.0,0.9295,0.9691,0.9489,12.1118
2026-02-04,2026-02-06 13:00:00,38,2,2,12.6111,0.9573,0.5395,1.0,0.9167,0.97,0.9489,12.6086
2026-02-04,2026-02-06 14:00:00,39,2,2,13.0556,0.9659,0.548,1.0,0.9209,0.97,0.9631,12.5793
2026-02-04,2026-02-06 15:00:00,40,2,2,13.0833,0.9661,0.5482,1.0,0.9259,0.97,0.9635,12.4849
2026-02-04,2026-02-06 16:00:00,41,2,2,12.4444,0.9547,0.5368,1.0,0.9109,0.97,0.9444,12.3495
2026-02-04,2026-02-06 17:00:00,42,2,2,14.2222,0.9683,0.5505,1.0,0.9277,0.97,0.9672,12.7438
2026-02-04,2026-02-06 18:00:00,43,2,2,13.6389,0.9673,0.5495,1.0,0.9181,0.9672,0.9674,11.9183
2026-02-04,2026-02-06 19:00:00,44,2,2,13.8333,0.9677,0.5498,1.0,0.9201,0.97,0.9661,12.475
2026-02-04,2026-02-06 20:00:00,45,2,2,13.9444,0.9672,0.5494,1.0,0.9691,0.97,0.9654,12.4206
2026-02-04,2026-02-06 21:00:00,46,2,2,12.9722,0.9647,0.5468,1.0,0.962,0.9695,0.9615,12.1677
2026-02-04,2026-02-06 22:00:00,47,2,2,11.8611,0.9371,0.5192,1.0,0.9126,0.9348,0.9386,11.1106
2026-02-04,2026-02-06 23:00:00,48,2,2,11.9444,0.9293,0.5114,1.0,0.8974,0.9141,0.9394,10.9006
