issue_date,ts,horizon_hour,lead_day,turbine,wind_speed_100m,power_norm_pred,power_p10,power_p90,power_gbm_pred,power_two_stage_pred,power_curve_pred,wind_nacelle_pred
2026-02-25,2026-02-27 10:00:00,35,2,1,5.0,0.1269,0.0144,0.3341,0.1192,0.072,0.1817,4.0342
2026-02-25,2026-02-27 11:00:00,36,2,1,4.2222,0.1141,0.0016,0.3213,0.1706,0.1092,0.119,4.6876
2026-02-25,2026-02-27 12:00:00,37,2,1,5.25,0.1731,0.0606,0.3803,0.1659,0.1337,0.2125,4.9845
2026-02-25,2026-02-27 13:00:00,38,2,1,5.7778,0.2666,0.0,0.6973,0.2814,0.2612,0.272,6.246
2026-02-25,2026-02-27 14:00:00,39,2,1,6.1111,0.3169,0.025,0.7476,0.3497,0.3149,0.3189,6.6568
2026-02-25,2026-02-27 15:00:00,40,2,1,7.0833,0.4462,0.1543,0.8769,0.4553,0.4049,0.4875,7.2126
2026-02-25,2026-02-27 16:00:00,41,2,1,8.0278,0.5345,0.0398,0.8571,0.4618,0.4301,0.6388,7.3886
2026-02-25,2026-02-27 17:00:00,42,2,1,7.9722,0.5232,0.0285,0.8458,0.416,0.4148,0.6317,7.2734
2026-02-25,2026-02-27 18:00:00,43,2,1,8.1944,0.553,0.0583,0.8756,0.355,0.4444,0.6616,7.4954
2026-02-25,2026-02-27 19:00:00,44,2,1,7.8889,0.5225,0.0278,0.8451,0.3797,0.4232,0.6217,7.3368
2026-02-25,2026-02-27 20:00:00,45,2,1,7.2222,0.4668,0.1749,0.8975,0.4183,0.417,0.5167,7.2899
2026-02-25,2026-02-27 21:00:00,46,2,1,7.2222,0.4977,0.2058,0.9284,0.4691,0.4788,0.5167,7.7026
2026-02-25,2026-02-27 22:00:00,47,2,1,7.0833,0.4688,0.1768,0.8995,0.4695,0.45,0.4875,7.5301
2026-02-25,2026-02-27 23:00:00,48,2,1,6.1389,0.3406,0.0487,0.7713,0.4375,0.3563,0.3249,6.9351
2026-02-25,2026-02-26 00:00:00,1,1,2,7.2778,0.4986,0.2517,0.869,0.5594,0.4866,0.5067,7.886
2026-02-25,2026-02-26 01:00:00,2,1,2,7.6389,0.5494,0.1258,0.8604,0.445,0.506,0.5783,8.0183
2026-02-25,2026-02-26 02:00:00,3,1,2,7.6944,0.5517,0.128,0.8627,0.4176,0.4966,0.5883,7.9543
2026-02-25,2026-02-26 03:00:00,4,1,2,6.6944,0.472,0.225,0.8424,0.5169,0.5777,0.4015,8.4762
2026-02-25,2026-02-26 04:00:00,5,1,2,5.7778,0.3641,0.1171,0.7345,0.5573,0.52,0.2602,8.1138
2026-02-25,2026-02-26 05:00:00,6,1,2,6.3056,0.4115,0.1645,0.7819,0.4829,0.5237,0.3367,8.1388
2026-02-25,2026-02-26 06:00:00,7,1,2,5.9722,0.3631,0.1161,0.7335,0.469,0.4893,0.279,7.9042
2026-02-25,2026-02-26 07:00:00,8,1,2,5.5278,0.328,0.081,0.6984,0.4777,0.466,0.236,7.7452
2026-02-25,2026-02-26 08:00:00,9,1,2,5.1111,0.314,0.0671,0.6844,0.4708,0.507,0.1854,8.0253
2026-02-25,2026-02-26 09:00:00,10,1,2,3.9167,0.1265,0.0309,0.3247,0.2352,0.1771,0.0928,5.5873
2026-02-25,2026-02-26 10:00:00,11,1,2,2.1944,0.1329,0.0373,0.3311,0.4183,0.2931,0.0262,6.5767
2026-02-25,2026-02-26 11:00:00,12,1,2,9.4444,0.8275,0.676,0.9998,0.7199,0.8269,0.828,10.2073
2026-02-25,2026-02-26 12:00:00,13,1,2,7.3333,0.5304,0.1067,0.8414,0.5611,0.5485,0.5183,8.3007
2026-02-25,2026-02-26 13:00:00,14,1,2,3.6389,0.1604,0.0648,0.3586,0.3863,0.2896,0.0743,6.5499
2026-02-25,2026-02-26 14:00:00,15,1,2,4.4722,0.1563,0.0606,0.3544,0.2461,0.2077,0.1219,5.8776
2026-02-25,2026-02-26 15:00:00,16,1,2,5.3889,0.2322,0.0,0.6026,0.3261,0.2511,0.2196,6.2584
2026-02-25,2026-02-26 16:00:00,17,1,2,6.0,0.2979,0.0509,0.6682,0.4059,0.3221,0.2817,6.7966
2026-02-25,2026-02-26 17:00:00,18,1,2,8.1389,0.683,0.2593,0.994,0.593,0.716,0.6609,9.4262
2026-02-25,2026-02-26 18:00:00,19,1,2,8.0556,0.6101,0.1865,0.9211,0.4705,0.5497,0.6504,8.3083
2026-02-25,2026-02-26 19:00:00,20,1,2,7.2778,0.4871,0.2401,0.8574,0.3644,0.4576,0.5067,7.6884
2026-02-25,2026-02-26 20:00:00,21,1,2,7.75,0.5524,0.1287,0.8634,0.4716,0.4834,0.5983,7.8639
2026-02-25,2026-02-26 21:00:00,22,1,2,8.4444,0.6703,0.2466,0.9813,0.5613,0.6263,0.6996,8.8345
2026-02-25,2026-02-26 22:00:00,23,1,2,8.8611,0.6732,0.2495,0.9842,0.4965,0.5814,0.7344,8.4981
2026-02-25,2026-02-26 23:00:00,24,1,2,8.5278,0.6383,0.2146,0.9493,0.479,0.5324,0.7088,8.1984
2026-02-25,2026-02-27 00:00:00,25,2,2,9.3333,0.7203,0.2491,1.0,0.5181,0.59,0.8072,8.5659
2026-02-25,2026-02-27 01:00:00,26,2,2,9.3611,0.7597,0.2884,1.0,0.6639,0.6805,0.8124,9.2061
2026-02-25,2026-02-27 02:00:00,27,2,2,7.75,0.5764,0.1052,0.9002,0.5167,0.5436,0.5983,8.2715
2026-02-25,2026-02-27 03:00:00,28,2,2,7.2778,0.5185,0.0472,0.8423,0.5087,0.5362,0.5067,8.2242
2026-02-25,2026-02-27 04:00:00,29,2,2,7.0556,0.4982,0.2023,0.9393,0.4788,0.5554,0.46,8.3423
2026-02-25,2026-02-27 05:00:00,30,2,2,7.6944,0.4428,0.1469,0.8839,0.1844,0.2245,0.5883,6.0483
2026-02-25,2026-02-27 06:00:00,31,2,2,6.8889,0.3513,0.0554,0.7924,0.1556,0.2312,0.4313,6.1016
2026-02-25,2026-02-27 07:00:00,32,2,2,6.9722,0.3646,0.0688,0.8058,0.1637,0.2454,0.4441,6.2139
2026-02-25,2026-02-27 08:00:00,33,2,2,6.6667,0.3135,0.0177,0.7547,0.2233,0.1879,0.3972,5.6772
2026-02-25,2026-02-27 09:00:00,34,2,2,5.6389,0.1962,0.0827,0.4029,0.1385,0.1205,0.2468,4.8927
2026-02-25,2026-02-27 10:00:00,35,2,2,5.0,0.1341,0.0206,0.3408,0.0916,0.0779,0.1717,4.2397
2026-02-25,2026-02-27 11:00:00,36,2,2,4.2222,0.1134,0.0,0.32,0.0947,0.1193,0.1094,4.8774
2026-02-25,2026-02-27 12:00:00,37,2,2,5.25,0.1758,0.0623,0.3824,0.159,0.1358,0.2025,5.1015
2026-02-25,2026-02-27 13:00:00,38,2,2,5.7778,0.2473,0.0,0.6885,0.3041,0.228,0.2602,6.0763
2026-02-25,2026-02-27 14:00:00,39,2,2,6.1111,0.2866,0.0,0.7277,0.345,0.2639,0.3017,6.3542
2026-02-25,2026-02-27 15:00:00,40,2,2,7.0833,0.4423,0.1464,0.8834,0.409,0.4069,0.4658,7.3495
2026-02-25,2026-02-27 16:00:00,41,2,2,8.0278,0.5616,0.0904,0.8854,0.4108,0.4338,0.6469,7.5256
2026-02-25,2026-02-27 17:00:00,42,2,2,7.9722,0.5535,0.0823,0.8773,0.3901,0.4263,0.6383,7.4759
2026-02-25,2026-02-27 18:00:00,43,2,2,8.1944,0.5853,0.114,0.9091,0.3877,0.4612,0.668,7.713
2026-02-25,2026-02-27 19:00:00,44,2,2,7.8889,0.5404,0.0692,0.8642,0.3597,0.416,0.6233,7.4087
2026-02-25,2026-02-27 20:00:00,45,2,2,7.2222,0.461,0.1651,0.9021,0.4123,0.4099,0.495,7.369
2026-02-25,2026-02-27 21:00:00,46,2,2,7.2222,0.4985,0.2026,0.9396,0.4706,0.5037,0.495,8.0023
2026-02-25,2026-02-27 22:00:00,47,2,2,7.0833,0.4792,0.1834,0.9203,0.4413,0.4993,0.4658,7.9722
2026-02-25,2026-02-27 23:00:00,48,2,2,6.1389,0.3665,0.0707,0.8076,0.4276,0.4562,0.3067,7.6788
