issue_date,ts,horizon_hour,lead_day,turbine,power_norm_pred,power_p10,power_p90,power_gbm_pred,power_two_stage_pred,power_curve_pred,wind_nacelle_pred
2026-02-03,2026-02-04 15:00:00,16,1,1,0.1416004017739298,0.04023013326360997,0.33509921194375963,0.21328610289505037,0.1417414103639571,0.14138888888888887,5.091928323144869
2026-02-03,2026-02-04 16:00:00,17,1,1,0.11528901000121897,0.01391874149089914,0.3087878201710488,0.2101763689608617,0.12807427592795753,0.09611111111111113,4.920087799168741
2026-02-03,2026-02-04 17:00:00,18,1,1,0.0712306957447781,0.0,0.2647295059146079,0.16116012099370275,0.09038449290796348,0.04250000000000001,4.365381990884932
2026-02-03,2026-02-04 18:00:00,19,1,1,0.04377313561801761,0.0,0.23727194578784744,0.08247295297276788,0.05974534948681947,0.019814814814814816,3.846180242302292
2026-02-03,2026-02-04 19:00:00,20,1,1,0.0888706636019015,0.0,0.2823694737717313,0.15132118883733311,0.10700666155872475,0.06166666666666665,4.655099923380871
2026-02-03,2026-02-04 20:00:00,21,1,1,0.28241366921574107,0.038139213776282654,0.6339415193356381,0.32065931632971173,0.2700413005447537,0.3009722222222222,6.312809754085653
2026-02-03,2026-02-04 21:00:00,22,1,1,0.4551378634931727,0.21086340805371429,0.8066657136130697,0.5673737892243552,0.4902297724886213,0.40249999999999975,7.77672329366466
2026-02-03,2026-02-04 22:00:00,23,1,1,0.48741501003197696,0.24314055459251854,0.838942860151874,0.5288060369886871,0.5040250167199616,0.4625,7.880187625399712
2026-02-03,2026-02-04 23:00:00,24,1,1,0.6159457044297805,0.2622395522684088,0.9053940070420354,0.649573442395626,0.6321317296051896,0.5916666666666667,8.709554758294715
2026-02-03,2026-02-05 00:00:00,25,2,1,0.5875598347993207,0.23385368263794903,0.8770081374115757,0.5847939550073666,0.575933057998868,0.605,8.328093271420485
2026-02-03,2026-02-05 01:00:00,26,2,1,0.6116228981590959,0.2579167459977242,0.9010712007713508,0.6338226052804466,0.5909764352034313,0.6425925925925926,8.435545965738795
2026-02-03,2026-02-05 02:00:00,27,2,1,0.786761699306606,0.4330555471452343,1.0,0.8297738917415279,0.836825054399899,0.7116666666666664,10.104338715293226
2026-02-03,2026-02-05 03:00:00,28,2,1,0.8605002648599298,0.6202747435256395,0.9908106798922607,0.8657453514141722,0.9467597006924755,0.7311111111111112,11.092177736715575
2026-02-03,2026-02-05 04:00:00,29,2,1,0.938081221363569,0.6978557000292787,1.0,0.9433524689241394,0.9853205541244668,0.8672222222222222,12.048083118670025
2026-02-03,2026-02-05 05:00:00,30,2,1,0.9598888888888888,0.7196633675545985,1.0,0.9653518953312722,0.9899999999999999,0.9147222222222221,13.332123767137922
2026-02-03,2026-02-05 06:00:00,31,2,1,0.9567037037037036,0.7164781823694133,1.0,0.9225438811943606,0.9899999999999999,0.9067592592592592,13.357491757537531
2026-02-03,2026-02-05 07:00:00,32,2,1,0.9624444444444442,0.7222189231101539,1.0,0.9171608053996844,0.9899999999999999,0.921111111111111,13.393440607611412
2026-02-03,2026-02-05 08:00:00,33,2,1,0.9693333333333332,0.7291078119990428,1.0,0.9126974982127181,0.9899999999999999,0.9383333333333334,13.42287970535091
2026-02-03,2026-02-05 09:00:00,34,2,1,0.9597777777777776,0.7195522564434873,1.0,0.9317031963503579,0.9899999999999999,0.9144444444444444,14.798938378084744
2026-02-03,2026-02-05 10:00:00,35,2,1,0.9516296296296295,0.7114041082953392,1.0,0.9233544653403837,0.9899999999999999,0.894074074074074,14.911838790102562
2026-02-03,2026-02-05 11:00:00,36,2,1,0.9745555555555554,0.7343300342212651,1.0,0.9429428515384577,0.9899999999999999,0.951388888888889,15.47026581442437
2026-02-03,2026-02-05 12:00:00,37,2,1,0.9774259259259258,0.7372004045916355,1.0,0.9780255071725156,0.9899999999999999,0.9585648148148148,15.454286682650492
2026-02-03,2026-02-05 13:00:00,38,2,1,0.9716666666666666,0.7314411453323763,1.0,0.9393979144212994,0.9899999999999999,0.9441666666666667,14.944808357592494
2026-02-03,2026-02-05 14:00:00,39,2,1,0.9590370370370369,0.7188115157027466,1.0,0.9390349699241288,0.9899999999999999,0.9125925925925924,14.777659438148275
2026-02-03,2026-02-05 15:00:00,40,2,1,0.876697163347856,0.6364716420135657,1.0,0.8589901235255942,0.9811619389130934,0.7199999999999999,11.856072709241005
2026-02-03,2026-02-05 16:00:00,41,2,1,0.8462439108570637,0.6060183895227734,0.9765543258893946,0.8715964468782058,0.9567028143914025,0.6805555555555556,11.227765650791852
2026-02-03,2026-02-05 17:00:00,42,2,1,0.8360353520848189,0.5958098307505286,0.9663457671171498,0.8635242986660828,0.9270342287833403,0.6995370370370368,10.878445894843816
2026-02-03,2026-02-05 18:00:00,43,2,1,0.7123206406466036,0.3586144884852319,1.0,0.7860672117235408,0.8505344010776725,0.5050000000000001,10.22530353892064
2026-02-03,2026-02-05 19:00:00,44,2,1,0.6133288531314876,0.25962270097011586,0.9027771557437425,0.7283064228314798,0.7438814218858126,0.4174999999999999,9.482221841824336
2026-02-03,2026-02-05 20:00:00,45,2,1,0.582817844584109,0.22911169242273732,0.872266147196364,0.6791551313854346,0.680529740973515,0.43624999999999997,9.077849410469245
2026-02-03,2026-02-05 21:00:00,46,2,1,0.5242522542346788,0.17054610207330712,0.8137005568469338,0.60706061244754,0.5854204237244648,0.4324999999999999,8.395860169460462
2026-02-03,2026-02-05 22:00:00,47,2,1,0.46733879668838174,0.22306434124892333,0.8188666468082788,0.5507259035174126,0.46556466114730294,0.47,7.623387966883818
2026-02-03,2026-02-05 23:00:00,48,2,1,0.38884393154806796,0.14456947610860954,0.740371781667965,0.48306792471361637,0.4036287748023356,0.3666666666666666,7.205345045198161
2026-02-03,2026-02-04 00:00:00,1,1,2,0.32419730895976956,0.09335268059782165,0.7240591990398779,0.352173787430896,0.30676880764367637,0.33166666666666667,6.6850169024500765
2026-02-03,2026-02-04 01:00:00,2,1,2,0.47972768743255045,0.24888305907060254,0.8795895775126588,0.5680008361446778,0.4304811803307239,0.5008333333333334,7.503280774982208
2026-02-03,2026-02-04 02:00:00,3,1,2,0.3535588125241576,0.1227141841622097,0.753420702604266,0.4575115880166493,0.32297381952496984,0.3666666666666667,6.802003170815021
2026-02-03,2026-02-04 03:00:00,4,1,2,0.3301519754864412,0.0993073471244933,0.7300138655665496,0.3523185611516711,0.2916176960659154,0.34666666666666657,6.56540286367828
2026-02-03,2026-02-04 04:00:00,5,1,2,0.2839304567174207,0.053085828355472764,0.6837923467975291,0.3708205852997237,0.21921263350251363,0.31166666666666654,6.006941843440897
2026-02-03,2026-02-04 05:00:00,6,1,2,0.507320370667672,0.11845776974188921,0.8290468758965499,0.41182359886198633,0.3532901244477956,0.5733333333333333,6.999718202920406
2026-02-03,2026-02-04 06:00:00,7,1,2,0.4112781511373265,0.1804335227753786,0.8111400412174349,0.4359825899758681,0.3745074173713357,0.42703703703703694,7.138091852421755
2026-02-03,2026-02-04 07:00:00,8,1,2,0.4286572163321266,0.1978125879701787,0.828519106412235,0.4285748142547422,0.39268454826758253,0.44407407407407407,7.256638358266843
2026-02-03,2026-02-04 08:00:00,9,1,2,0.4149988980384091,0.1841542696764612,0.8148607881185175,0.3666609188651385,0.33721854901691933,0.4483333333333333,6.894903580545126
2026-02-03,2026-02-04 09:00:00,10,1,2,0.43928687800042365,0.20844224963847574,0.8391487680805321,0.3084282186348496,0.3365118155569676,0.4833333333333334,6.890294449284571
2026-02-03,2026-02-04 10:00:00,11,1,2,0.41926132563203294,0.18841669727008503,0.8191232157121413,0.30170478887367713,0.32420441877344347,0.4599999999999999,6.810028818087675
2026-02-03,2026-02-04 11:00:00,12,1,2,0.21776799331522792,0.0,0.6176298833953363,0.24226150683041556,0.16265257031001895,0.24138888888888893,5.449823795541904
2026-02-03,2026-02-04 12:00:00,13,1,2,0.1892853444033551,0.09249135412221647,0.3774702461324299,0.2848391099630306,0.1664449751716775,0.19907407407407407,5.497228856312636
2026-02-03,2026-02-04 13:00:00,14,1,2,0.19218435052215976,0.09539036024102114,0.3803692522512346,0.35819100164873213,0.18410215606152042,0.19564814814814804,5.645295744957115
2026-02-03,2026-02-04 14:00:00,15,1,2,0.18224036821203676,0.08544637793089814,0.3704252699411116,0.344466663590173,0.206912338484567,0.17166666666666666,5.868219290206542
2026-02-03,2026-02-04 15:00:00,16,1,2,0.13828233455488537,0.041488344273746744,0.3264672362839602,0.31560185870843943,0.15436704110887728,0.13138888888888886,5.3462546805276325
2026-02-03,2026-02-04 16:00:00,17,1,2,0.1065126521351541,0.009718661854015473,0.2946975538642289,0.26290691633110364,0.15152365526532843,0.08722222222222223,5.310712357483272
2026-02-03,2026-02-04 17:00:00,18,1,2,0.05030178685613539,0.0,0.23848668858521022,0.1512085611994204,0.07239484507600687,0.04083333333333333,4.122746680200147
2026-02-03,2026-02-04 18:00:00,19,1,2,0.03505841187044217,0.0,0.223243313599517,0.07319295283339342,0.07062680500023932,0.019814814814814816,4.0848601071479855
2026-02-03,2026-02-04 19:00:00,20,1,2,0.0779259311121652,0.0,0.26611083284124004,0.13928689268726124,0.12753088148499517,0.05666666666666666,4.989057474795389
2026-02-03,2026-02-04 20:00:00,21,1,2,0.2766481027063265,0.04580347434437859,0.6765099927864349,0.27411341051353744,0.25327145346553276,0.2866666666666667,6.274535900991496
2026-02-03,2026-02-04 21:00:00,22,1,2,0.4124453810786005,0.1816007527166526,0.8123072711587089,0.5166492429709456,0.5075957147064467,0.3716666666666665,8.029061691180319
2026-02-03,2026-02-04 22:00:00,23,1,2,0.4664430930240753,0.23559846466212736,0.8663049831041836,0.5993399882293118,0.5285757421790165,0.4398148148148148,8.172107333038749
2026-02-03,2026-02-04 23:00:00,24,1,2,0.6088038518727913,0.2199412509470085,0.9305303571016692,0.718600513973084,0.6799017284648602,0.5783333333333333,9.20167901284424
2026-02-03,2026-02-05 00:00:00,25,2,2,0.5977490642353316,0.2088864633095488,0.9194755694642096,0.6753337309812097,0.5963857696733277,0.5983333333333333,8.616203444789429
2026-02-03,2026-02-05 01:00:00,26,2,2,0.6271694937995159,0.23830689287373313,0.9488959990283938,0.6359622410226746,0.5730341151341888,0.6503703703703704,8.448204690805133
2026-02-03,2026-02-05 02:00:00,27,2,2,0.7389536940298269,0.3500910931040441,1.0,0.8171815799315055,0.799382683803127,0.7130555555555554,10.045388336096826
2026-02-03,2026-02-05 03:00:00,28,2,2,0.7937998581344002,0.40493725720861745,1.0,0.8222177471770374,0.9474192802010872,0.727962962962963,11.301841718594726
2026-02-03,2026-02-05 04:00:00,29,2,2,0.8870896561804784,0.7222949622017569,1.0,0.9087992163387698,0.9697432983793729,0.8516666666666667,12.211494756905926
2026-02-03,2026-02-05 05:00:00,30,2,2,0.9272222222222222,0.7624275282435007,1.0,0.8687861043972445,0.9700000000000001,0.9088888888888889,13.619972124514613
2026-02-03,2026-02-05 06:00:00,31,2,2,0.924111111111111,0.7593164171323895,1.0,0.8803842600634281,0.9700000000000001,0.9044444444444443,13.820263761853605
2026-02-03,2026-02-05 07:00:00,32,2,2,0.9338333333333333,0.7690386393546118,1.0,0.8728600417609792,0.9700000000000001,0.9183333333333332,13.868759568499684
2026-02-03,2026-02-05 08:00:00,33,2,2,0.9455,0.7807053060212785,1.0,0.8800724300644179,0.9700000000000001,0.935,14.13843777428357
2026-02-03,2026-02-05 09:00:00,34,2,2,0.928,0.7632053060212786,1.0,0.865937259208662,0.9700000000000001,0.91,14.79085128978712
2026-02-03,2026-02-05 10:00:00,35,2,2,0.9151666666666666,0.7503719726879451,1.0,0.8895524403406827,0.9700000000000001,0.8916666666666666,14.925102025124309
2026-02-03,2026-02-05 11:00:00,36,2,2,0.9501666666666666,0.7853719726879451,1.0,0.9148328886566222,0.9700000000000001,0.9416666666666667,15.230075300321175
2026-02-03,2026-02-05 12:00:00,37,2,2,0.9559027777777778,0.7911080837990563,1.0,0.9429883472324927,0.9700000000000001,0.949861111111111,15.178977478441444
2026-02-03,2026-02-05 13:00:00,38,2,2,0.94725,0.7824553060212786,1.0,0.8950584727187517,0.9700000000000001,0.9375,14.271981130843235
2026-02-03,2026-02-05 14:00:00,39,2,2,0.9268333333333333,0.7620386393546118,1.0,0.8487872622083187,0.9700000000000001,0.9083333333333333,13.952824589513076
2026-02-03,2026-02-05 15:00:00,40,2,2,0.7946111111111112,0.40574851018532837,1.0,0.8689173516600884,0.9700000000000001,0.7194444444444444,12.303378864654876
2026-02-03,2026-02-05 16:00:00,41,2,2,0.7667654612368603,0.3779028603110775,1.0,0.827176970908436,0.9562552411599043,0.6855555555555557,11.491183739140807
2026-02-03,2026-02-05 17:00:00,42,2,2,0.7825786471163791,0.39371604619059636,1.0,0.8812172021923419,0.9679164780422517,0.7031481481481481,11.96873585316888
2026-02-03,2026-02-05 18:00:00,43,2,2,0.5847270957968664,0.19586449487108365,0.9064536010257445,0.8307478295673699,0.8213125415451104,0.4833333333333334,10.174387499284963
2026-02-03,2026-02-05 19:00:00,44,2,2,0.5061381376159091,0.1172755366901263,0.8278646428447871,0.7936192065939922,0.7801518167443885,0.3887037037037036,9.913638625582914
2026-02-03,2026-02-05 20:00:00,45,2,2,0.5217107955733258,0.132848194647543,0.8434373008022038,0.814907159248461,0.7823693185777528,0.41,9.930269889333147
2026-02-03,2026-02-05 21:00:00,46,2,2,0.5108788193963149,0.12201621847053207,0.8326053246251928,0.7839444140407528,0.7562010029259884,0.4057407407407406,9.732230579938792
2026-02-03,2026-02-05 22:00:00,47,2,2,0.4973278668156089,0.266483238453661,0.8971897568957172,0.6329314328023029,0.6116484449409189,0.4483333333333333,8.73669824953357
2026-02-03,2026-02-05 23:00:00,48,2,2,0.40463121200402924,0.17378658364208133,0.8044931020841376,0.5961616644455184,0.5515484844578754,0.3416666666666666,8.319290906747252
